Bodenlaborwerte_ID,Probenahme_Boden_ID,Ph_Wert,Ct,C_hwl,Nt,NO3_N,NH4_N,CaCO3_C,P,K,Mg,Ca,B,Cu,Mn,Mo,Zn,F,Grobsand,Mittelsand,Feinsand,Grobschluff,Mittelschluff,Feinschluff,Ton,P_Koenigswasser,Mg_Koenigswasser,Ca_Koenigswasser,B_Koenigswasser,Cu_Koenigswasser,Mn_Koenigswasser,Mo_Koenigswasser,Zn_Koenigswasser,Al_Koenigswasser,Fe_Koenigswasser,S_Koenigswasser,Sr_Koenigswasser,Ti_Koenigswasser,Cd_Koenigswasser,Ni_Koenigswasser,Pb_Koenigswasser,Bemerkungen_ID
5711,5711,6.2,619.7,345.4,63.3,,,,13.45,18.26,5.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5712,5712,6.1,324.3,171.6,44.7,,,,6.05,10.73,5.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5713,5713,6.5,616.2,317.1,60.9,,,,13.63,18.37,6.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5714,5714,6.5,338.1,157.2,43.1,,,,6.68,11.18,5.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5715,5715,6.5,726.9,373.7,76.9,,,,16.69,21.88,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5716,5716,6.5,366.2,176.9,43.2,,,,9.44,12.68,5.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5717,5717,6.3,624.3,290.4,57.6,,,,12.65,15.39,5.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5718,5718,6.4,290,135.3,31.9,,,,6.25,8.56,5.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5719,5719,6.1,582,337.4,61.8,,,,11.07,14.97,5.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5720,5720,6.2,248.7,147.5,27.2,,,,5.45,9.36,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5721,5721,6.1,562.3,325.2,53.4,,,,9.94,14.88,4.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722,5722,6.3,201,126.7,23,,,,5.09,8.88,4.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5723,5723,6,612.7,332.2,63.7,,,,10.81,17.31,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5724,5724,6.3,252.3,148.2,26.8,,,,5.53,10.68,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5725,5725,6.2,722.6,392.6,72,,,,13.5,20.36,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5726,5726,6.3,273,160.3,36,,,,6.32,11.02,4.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5727,5727,6.6,601.7,305.9,63.4,,,,12.21,18.16,6.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5728,5728,6.4,307.3,146.5,39.6,,,,6.11,10.25,5.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5729,5729,6.3,589.6,293.4,63.7,,,,9.48,11.31,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5730,5730,6.6,322.5,145.2,39.2,,,,4.35,6.23,5.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5731,5731,6.7,772.7,377.8,73.9,,,,19.82,26.23,7.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5732,5732,6.5,288.4,154.6,27.3,,,,7.72,15.86,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5733,5733,6.7,748.7,380.8,75.8,,,,20.26,25.74,6.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5734,5734,6.6,257.2,146.7,35.4,,,,8.55,16.15,5.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5735,5735,5.8,524.8,275.2,53.7,,,,8.78,11.9,4.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5736,5736,6.1,183.2,103.4,28.1,,,,5.19,7.51,4.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5737,5737,6.1,518.6,285.5,50.2,,,,10.77,14.73,4.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5738,5738,6,185.8,101.4,30.7,,,,5.57,10.13,8.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5739,5739,6.5,654.4,349.4,57.2,,,,17.73,23.66,6.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5740,5740,6.5,250.4,155.8,37.9,,,,7.11,16.71,4.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5741,5741,6.4,494,210.7,59,,,,7.94,9.94,6.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5742,5742,6.6,277.2,135.7,32.1,,,,4.39,6.91,7.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5743,5743,6.4,661.3,295.3,53.3,,,,11.85,15.84,6.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5744,5744,6.4,246,120.5,26.8,,,,5.89,9.89,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5745,5745,6.3,655.4,347.7,68.6,,,,11.55,18.21,5.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5746,5746,6.4,277.5,150.2,38.5,,,,5.74,9.46,5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5747,5747,6.6,735.7,391.4,66.8,,,,17.42,25.56,7.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5748,5748,6.3,344,185.3,38.6,,,,9.92,17.33,5.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5749,5749,6.1,507.5,265.7,43.3,,,,10.21,12.57,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5750,5750,6.3,232.1,120.2,24.5,,,,7.08,7.78,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5751,5751,5.8,492.7,256.8,54.2,,,,8.75,11.2,4.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5752,5752,6,174.5,95,22.7,,,,3.17,6.84,5.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5753,5753,6.5,564.2,312,51.4,,,,13.98,18.34,6.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5754,5754,6.5,229,120.7,24.3,,,,5.03,9.44,5.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5755,5755,6.5,487.3,264.5,44.1,,,,10.75,12.24,5.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5756,5756,6.3,253.5,117.4,30.2,,,,4.34,8.15,7.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5757,5757,6.6,492.7,254.6,49.5,,,,11.91,16.08,6.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5758,5758,6.4,317.7,139.7,33.3,,,,7.12,11.45,7.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5759,5759,6.5,592.6,315.5,55.2,,,,14.47,21.85,6.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5760,5760,6.4,242.5,124.8,32,,,,6.56,11.52,4.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5761,5761,6.4,655.6,356.3,56.9,,,,16.37,17.85,6.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5762,5762,6.5,257.2,131.1,34.2,,,,6.12,9.62,5.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5763,5763,6.4,497.2,271.4,52,,,,11.09,17.86,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5764,5764,6.4,273.6,136,27.1,,,,5.99,12.33,5.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5765,5765,6.1,494.3,296.7,48.4,,,,9.16,15.33,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5766,5766,6.2,218.7,123.8,30.1,,,,4.35,9.32,4.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5767,5767,6.2,500.1,282.2,49.9,,,,10.05,17.11,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5768,5768,6.3,237.3,129.2,25.8,,,,4.35,10.42,4.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5769,5769,6,588.4,360.7,58.4,,,,9.14,15.37,5.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5770,5770,6.4,293.4,147.2,38.8,,,,5.46,8.17,5.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5771,5771,6.7,530.7,278.9,48.1,,,,14.2,18.56,6.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5772,5772,6.8,278.1,134.2,28.8,,,,6.77,10.69,5.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5773,5773,6.5,714.3,421.8,68.3,,,,15.72,23.97,6.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5774,5774,6.4,304,177,32.1,,,,7.17,18.47,4.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5775,5775,6.4,700.1,374.6,64.1,,,,15.33,21.92,6.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5776,5776,6.5,345.9,189.5,35.4,,,,8.13,16.59,5.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5777,5777,6.5,551.3,298,47.1,,,,11.2,18,5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5778,5778,6.6,188,107.4,14.6,,,,5.01,10.54,4.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5779,5779,6.1,607,371,57.3,,,,10.37,18.09,4.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5780,5780,6.2,209.3,138.9,30,,,,4.67,10.32,4.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5781,5781,6.5,493.9,247.4,45.9,,,,8.33,12.83,5.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5782,5782,6.2,200.5,116.5,19.4,,,,3.61,7.58,4.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5783,5783,6.1,597.2,370.7,58.2,,,,12.05,19.4,5.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5784,5784,6.5,300,179.7,35.2,,,,5.84,10.48,5.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5785,5785,6.4,619.6,359.6,55.3,,,,14.83,20.75,6.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5786,5786,6.6,329.2,167.6,36,,,,7.43,15.84,5.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5787,5787,6.2,644.5,377.4,68.8,,,,12.06,17.04,5.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5788,5788,6.2,311.1,161.5,38.4,,,,5.39,11.01,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5789,5789,6.1,522.4,287.9,53.1,,,,10.15,13.39,4.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5790,5790,6.4,249.5,130.8,31.3,,,,5.26,7.74,5.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5791,5791,6.4,517.6,295.6,51.3,,,,11.99,17.1,5.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5792,5792,6.4,259.7,140.2,31.5,,,,6.55,13.71,4.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5793,5793,5.9,572.4,350.1,55.6,,,,11.24,15.61,4.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5794,5794,6.1,196.7,107.6,19.8,,,,5.04,8.87,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5795,5795,6.2,462,253.4,44.8,,,,6.98,11.02,5.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5796,5796,6.1,260,136.5,26.5,,,,3.78,6.85,4.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5797,5797,6.5,675.4,378.7,68.5,,,,16.9,26.12,6.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5798,5798,6.4,306.1,181.3,32.4,,,,7.29,21.32,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5799,5799,6.4,639.7,367.1,61.3,,,,12.49,19.05,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5800,5800,6.4,307.9,160.8,34.2,,,,6.27,11.1,4.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5801,5801,6.4,553.3,277.1,44.4,,,,12.58,17.35,5.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5802,5802,6.2,313.4,160.8,29.9,,,,5.48,13.86,4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5803,5803,6,503.9,258.7,46.6,,,,8.66,12.64,4.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5804,5804,6.2,264.4,127.4,26.6,,,,5.6,7.69,4.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5805,5805,6.4,585.1,314,54.7,,,,15.03,23.03,5.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5806,5806,6.3,244.2,153.3,33.7,,,,8.6,19.45,3.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5807,5807,5.9,512.9,288.1,45.6,,,,10.27,14.09,4.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5808,5808,6.2,177.4,108.2,23.2,,,,4.82,8.06,3.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5809,5809,6.2,515.3,321.1,52.2,,,,12.72,19.08,5.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5810,5810,6.2,257.4,140.8,31.6,,,,4.64,12.61,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5811,5811,6.2,601.3,338.4,56.9,,,,9.79,17.51,5.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5812,5812,6.2,348.5,187.8,34.5,,,,5.6,10.58,4.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5813,5813,6.3,646.2,388.7,60.9,,,,13.61,20.95,6.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5814,5814,6.3,349.5,206.4,32.8,,,,7.41,16.23,4.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5815,5815,6.4,660.1,375.6,62.3,,,,16.96,22.1,6.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5816,5816,6.4,328.1,199.4,33.9,,,,8.76,18.63,4.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5817,5817,6.3,468,255.2,47.4,,,,11.37,13.82,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5818,5818,7.2,198,109.1,17.3,,,,5.04,8.9,3.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5819,5819,6,598.9,346.4,57.9,,,,11.71,16.93,4.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5820,5820,6.1,246.9,156.9,22.1,,,,5.47,11.48,3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5821,5821,5.8,530.5,322.7,41.7,,,,8.54,12.65,4.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5822,5822,6.2,215.5,126.2,22.7,,,,4.02,7.22,3.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5823,5823,6.3,589.3,339.5,58.6,,,,15.32,23.33,5.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5824,5824,6.3,321.4,145.8,32,,,,7.03,17.04,4.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5825,5825,6.3,604.9,330.1,66.7,,,,13.84,21.19,6.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5826,5826,6.3,284,146.5,28,,,,6.59,14.78,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5827,5827,6.1,584.7,328.4,60.1,,,,11.79,18.18,5.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5828,5828,6.1,298.8,153.3,32.4,,,,5.66,10.46,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5829,5829,6.2,517.9,286.4,47.9,,,,10.73,14.56,4.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5830,5830,6,313,156.7,32.2,,,,4.46,9.93,3.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5831,5831,6.1,477.6,247.8,45.3,,,,9.38,14.24,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5832,5832,6.3,186.1,97.9,24.8,,,,4.1,10.14,3.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5833,5833,6.3,521.2,291.4,47,,,,12,21.7,5.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5834,5834,6.2,149.8,92.2,13.8,,,,4.16,11.52,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5835,5835,6.1,415.9,221.9,36.1,,,,6.41,7.8,4.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5836,5836,6.2,117.9,69.5,24.1,,,,2.65,3.76,3.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5837,5837,6.2,604.7,343.7,53.5,,,,11.82,22.96,5.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5838,5838,6.1,274.5,159.6,30.7,,,,6.25,13.77,4.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5839,5839,6.2,517.9,299,49.1,,,,11.48,18.94,5.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5840,5840,6.1,266.3,153.5,31.4,,,,5.17,13.36,4.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5841,5841,6,510.3,267.1,44.4,,,,9.67,13.12,4.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5842,5842,6.1,236.5,120.1,30.3,,,,5.02,8.82,3.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5843,5843,5.9,606.1,349.4,55.6,,,,11.01,18.96,4.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5844,5844,6.1,204.9,146.4,25.8,,,,5.5,14.51,3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5845,5845,5.6,469,311.6,46.1,,,,7.49,10.49,3.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5846,5846,6.1,179.3,124.8,20.2,,,,4.27,5.93,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5847,5847,6,524.5,291.6,46.3,,,,12.28,14.43,4.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5848,5848,6.1,222,129.9,30.1,,,,5.19,11.43,7.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5849,5849,6.4,419,232.9,40,,,,11.46,14.53,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5850,5850,6.4,165.3,90.8,20.9,,,,4.37,10.28,5.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5851,5851,5.9,472.2,277.6,47.6,,,,8.28,15.41,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5852,5852,5.8,237.9,128.2,29.5,,,,3.79,9.96,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5853,5853,5.8,525.5,302.3,45.8,,,,10.19,17.28,4.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5854,5854,5.8,263.2,159,26.1,,,,4.03,11.18,4.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5855,5855,5.9,464.3,259.8,40.9,,,,8.78,12.37,4.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5856,5856,5.9,190.8,101.2,22.3,,,,3.29,8.32,4.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5857,5857,5.5,490.4,276.6,42.2,,,,7.75,10.87,3.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5858,5858,6,192.6,117.4,22.8,,,,4.1,8.15,3.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5859,5859,6,472.1,273.2,42.3,,,,8.38,13.09,4.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5860,5860,6.1,134.3,85.2,22.3,,,,3.68,8.73,3.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5861,5861,5.8,492.1,273.6,40.7,,,,8.12,11.62,3.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5862,5862,6.1,175.5,115.7,22.7,,,,4.3,7.53,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5863,5863,6.4,384.9,195.1,36.2,,,,11.02,14.18,4.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5864,5864,6.3,133.3,81,18.6,,,,4.79,7.75,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5865,5865,6.3,605,319.7,58.2,,,,12.98,19.07,4.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5866,5866,6.2,340.1,183.8,34.9,,,,9.86,21.14,5.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5867,5867,6,845.8,389.8,76.7,,,,13.57,15.7,7.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5868,5868,6.2,306.4,136.6,36,,,,8.38,14.23,6.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5869,5869,6.3,459.1,247.2,43.4,,,,8.72,14.86,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5870,5870,6,206.2,105.5,24.9,,,,6.15,14.84,7.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5871,5871,5.7,380.6,186.6,33.6,,,,8.23,8.51,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5872,5872,6.5,144.7,68.5,18.4,,,,4.52,7.98,6.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5873,5873,5.9,414.6,209.4,31,,,,8.65,10.31,3.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5874,5874,6,101.8,57.6,6.1,,,,4.35,6.82,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5875,5875,5.9,434.6,231.5,45.4,,,,9.49,12.17,3.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5876,5876,6.4,143.9,85.2,11.4,,,,6.64,17.26,8.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5877,5877,5.9,350.5,164.7,25.5,,,,6.66,6.78,3.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5878,5878,5.9,89.6,48,4.4,,,,3.74,3.93,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5879,5879,6.6,670.2,345.3,77.6,,,,11.71,18.94,5.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5880,5880,6.4,247.1,128.8,27.2,,,,7.82,14.3,4.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5881,5881,6.2,540.7,269.1,47.4,,,,9.64,15.92,3.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5882,5882,6,213.4,106.6,22.2,,,,6.45,10.1,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5883,5883,6,459.8,215.5,42.7,,,,8.94,12.36,3.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5884,5884,5.9,133.5,64,19.4,,,,3.86,7.57,4.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5885,5885,6.1,540.1,277.4,53.2,,,,10.43,15.89,4.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5886,5886,6.5,130.7,81.8,10.6,,,,5.55,13.58,3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5887,5887,5.7,446,257.2,46.2,,,,6.89,8.08,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5888,5888,6.8,158.3,79.1,18.7,,,,3.44,4.87,3.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5889,5889,5.7,500.4,252.5,44.5,,,,6.29,10.24,3.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5890,5890,6.8,173.1,88.5,12.2,,,,4.47,9.65,4.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5891,5891,6.3,354.1,175.9,31.4,,,,8.27,11.46,3.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5892,5892,6.5,99.8,58.5,11,,,,4.5,7.82,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5893,5893,5.9,621.8,261.7,53.2,,,,9.25,9.85,4.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5894,5894,6.6,211.7,109.9,24.7,,,,4.6,10.35,3.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5895,5895,5.6,549.6,282.5,53.3,,,,8.61,9.54,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5896,5896,5.9,225.9,124.2,16.6,,,,5.43,8.03,3.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5897,5897,5.7,413.6,200.5,30.3,,,,7.83,7.96,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5898,5898,6,179.8,79.1,21,,,,5,7.14,6.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5899,5899,6.1,501.6,217.2,44.4,,,,9.81,7.46,4.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5900,5900,6.2,96.3,52.1,10.9,,,,3.62,4.42,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5901,5901,6.4,481.3,228.4,42.7,,,,9.55,10.98,3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5902,5902,6.4,155.6,71,14.2,,,,4.63,8.27,5.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5903,5903,5.9,422,228.5,31.9,,,,7.81,6.94,3.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5904,5904,6.5,156,74.8,20.5,,,,4.38,6.25,3.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5905,5905,6.2,339.9,149.4,31.4,,,,9.34,10.53,3.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5906,5906,6.3,84.5,46.9,17.3,,,,3.65,6.01,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5907,5907,6.1,535.8,278.8,39,,,,10.4,13.13,5.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5908,5908,6.2,220.2,127.5,21.7,,,,6.53,15.38,3.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5909,5909,5.6,596.9,304.5,58.8,,,,9.05,8.89,4.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5910,5910,6.2,249.1,134.7,28,,,,4.57,5.89,3.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5911,5911,6,583.3,344.6,58.7,,,,11.19,16.15,5.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5912,5912,6.9,140.8,104.3,17.9,,,,4.78,10.42,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5913,5913,6.4,507.9,259.4,48.7,,,,9.1,14.55,3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
