OBJECTID,ID,signal_ID,personal_ID,Date,year_month,site,plot,day,position,component,management,season,net_flux,gross_emission,gross_uptake,CO2_flux,ST,WFPS,BD,NH4,NO3,mineral_N,MIN_CO2,MBN,MBC,nirK,nirS,nosZI,nosZII
607,0,D_AF_r2_7m,D_AF_r2_7m,2019-07-19T00:00:00,2019_7,D,D p7,472,c_7m,b_crop_row,D_agro,b_summer,-0.0153,0.0805,0.0714,0.7085,19.1,33.15,1.32,0.6689,4.2903,4.9592,6.99957657021877,62.2,511.16479092331,2984380541.6,104552368.84,235022541.29,394399397.17
608,0,D_AF_r2_24m,D_AF_r2_24m,2019-07-19T00:00:00,2019_7,D,D p8,472,d_24m,b_crop_row,D_agro,b_summer,0.0358,0.1876,0.1045,0.8383,19.1,33.14,1.17,0.4731,5.2892,5.7622,6.87367290945962,42,325.954457916233,2178316791.85,80033539.54,221498981.94,353674614.91
609,0,D_AF_r3_T,D_AF_r3_T,2019-07-19T00:00:00,2019_7,D,D p9,472,a_tree,a_tree_row,D_agro,b_summer,-0.0251,0.1974,0.1665,0.8943,19.3,24.25,1.08,1.9189,3.3163,5.2352,5.8539639941854,82.2,660.617353584162,5455189733.44,124699701.41,463634237.75,496666730.69
610,0,D_AF_r3_1m,D_AF_r3_1m,2019-07-19T00:00:00,2019_7,D,D p10,472,b_1m,b_crop_row,D_agro,b_summer,0.0076,0.2465,0.1791,0.7393,18.9,37.26,1.13,1.1166,7.0619,8.1785,11.0624915460571,74,559.186676184508,2289291683.03,98161498.15,150538274.98,414466371.9
611,0,D_AF_r3_7m,D_AF_r3_7m,2019-07-19T00:00:00,2019_7,D,D p11,472,c_7m,b_crop_row,D_agro,b_summer,0.0244,0.138,0.0748,1.0632,20.8,44.56,1.37,0.4647,4.4948,4.9595,4.66469149736644,73.1,600.940869497604,1958820576.47,62185887.53,177537418.54,266815418.17
612,0,D_AF_r3_24m,D_AF_r3_24m,2019-07-19T00:00:00,2019_7,D,D p12,472,d_24m,b_crop_row,D_agro,b_summer,-0.0252,0,0.0102,0.6871,21,36.31,1.16,0.3206,5.2183,5.5389,8.06127201280745,52.2,489.288669529418,1579314988.89,29800506.66,142393230.55,268312651.96
613,0,D_AF_r4_T,D_AF_r4_T,2019-07-19T00:00:00,2019_7,D,D p13,472,a_tree,a_tree_row,D_agro,b_summer,-0.0414,0.2405,0.2026,1.1396,20.9,21.89,1.14,1.1276,0.7901,1.9177,1.68278343278343,58,507.863742391607,2888890887.34,102232402.64,187046063,335797848.81
614,0,D_AF_r4_1m,D_AF_r4_1m,2019-07-19T00:00:00,2019_7,D,D p14,472,b_1m,b_crop_row,D_agro,b_summer,-0.0271,0.1883,0.168,0.7164,21,25.02,1.36,0.5538,3.339,3.8928,5.43383584589615,43.7,422.636913798731,1310774709.44,45080084.32,89493066.47,221024537.63
615,0,D_AF_r4_7m,D_AF_r4_7m,2019-07-19T00:00:00,2019_7,D,D p15,472,c_7m,b_crop_row,D_agro,b_summer,0.0226,0.1259,0.0709,0.8568,20.6,39.67,1.27,0.5178,3.9684,4.4862,5.2359943977591,53.8,468.160260307214,1625241527.84,57967961.85,151606044.86,327961675.79
616,0,D_AF_r4_24m,D_AF_r4_24m,2019-07-19T00:00:00,2019_7,D,D p16,472,d_24m,b_crop_row,D_agro,b_summer,0.1423,0.1651,0.011,0.698,20.8,32.64,1.44,0.6045,5.2199,5.8244,8.34441260744986,37.7,294.398315210646,1352162561.76,55053257.86,139164949.06,411235910.03
617,0,D_C_r1,D_C_r1,2019-07-19T00:00:00,2019_7,D,D p17,472,e_C,c_mono,D_c_mono,b_summer,-0.0021,0.1669,0.1262,0.4828,20.8,32.29,1.09,0.5074,5.387,5.8944,12.2087821043911,56.9,525.940227928271,1896939706.9,70009195.61,253853480.52,289573272.91
618,0,D_C_r2,D_C_r2,2019-07-19T00:00:00,2019_7,D,D p18,472,e_C,c_mono,D_c_mono,b_summer,-0.0066,0,0.0053,0.5599,20.9,37.24,1.25,0.6847,5.7667,6.4514,11.5224147169137,84.3,613.170176849417,1870803580.91,66317887.73,263215129.17,330767026.83
619,0,D_C_r3,D_C_r3,2019-07-19T00:00:00,2019_7,D,D p19,472,e_C,c_mono,D_c_mono,b_summer,-0.0273,0.1581,0.1423,0.4863,21.2,34.5,1.08,0.8671,7.6855,8.5526,17.5870861608061,77.5,574.400843729577,1890489506.38,77675864.73,236298368.98,242541829.88
620,0,D_C_r4,D_C_r4,2019-07-19T00:00:00,2019_7,D,D p20,472,e_C,c_mono,D_c_mono,b_summer,0.0877,0.1598,0.0468,1.1424,21,30.81,1.24,0.4163,6.7147,7.131,6.2421218487395,77.6,574.247283789145,2186918644.04,38981014.43,216664510.84,305061631.56
621,0,V_AF_r1_T,V_C_r1,2018-03-27T00:00:00,2018_3,V,V p1,1,e_C,c_mono,V_c_mono,a_spring,0.2016,0.2748,0.0527,0.525,11.4,31.05,1.52,,,,,,,,,,
622,0,V_AF_r1_1m,V_C_r1,2018-03-27T00:00:00,2018_3,V,V p2,1,e_C,c_mono,V_c_mono,a_spring,0.1624,0.2788,0.0462,0.3547,11.4,32.94,1.31,,,,,,,,,,
623,0,V_AF_r1_7m,V_C_r1,2018-03-27T00:00:00,2018_3,V,V p3,1,e_C,c_mono,V_c_mono,a_spring,0.1484,0.3962,0.0315,0.3825,11.4,33.08,1.43,,,,,,,,,,
624,0,V_AF_r1_24m,V_C_r1,2018-03-27T00:00:00,2018_3,V,V p4,1,e_C,c_mono,V_c_mono,a_spring,0.3691,0.5794,0.049,0.5746,11.4,28.44,1.31,,,,,,,,,,
625,0,V_AF_r2_T,V_C_r2,2018-03-27T00:00:00,2018_3,V,V p5,1,e_C,c_mono,V_c_mono,a_spring,0.1133,0.3255,0.0009,0.4507,11.4,34.25,1.3,,,,,,,,,,
626,0,V_AF_r2_1m,V_C_r2,2018-03-27T00:00:00,2018_3,V,V p6,1,e_C,c_mono,V_c_mono,a_spring,0.1774,0.2592,0.0246,0.5076,11.4,33.3,1.29,,,,,,,,,,
627,0,V_AF_r2_7m,V_C_r2,2018-03-27T00:00:00,2018_3,V,V p7,1,e_C,c_mono,V_c_mono,a_spring,0.0838,0.5064,0.016,0.3289,11.4,32.13,1.25,,,,,,,,,,
628,0,V_AF_r2_24m,V_C_r2,2018-03-27T00:00:00,2018_3,V,V p8,1,e_C,c_mono,V_c_mono,a_spring,0.1823,0.1784,0,0.5661,11.4,33.77,1.28,,,,,,,,,,
629,0,V_AF_r3_T,V_C_r3,2018-03-27T00:00:00,2018_3,V,V p9,1,e_C,c_mono,V_c_mono,a_spring,0.1931,0.4217,0.1664,0.4531,11.4,39.17,1.23,,,,,,,,,,
630,0,V_AF_r3_1m,V_C_r3,2018-03-27T00:00:00,2018_3,V,V p10,1,e_C,c_mono,V_c_mono,a_spring,0.1159,0.2354,0.0399,0.0811,11.4,41.3,1.34,,,,,,,,,,
631,0,V_AF_r3_7m,V_C_r3,2018-03-27T00:00:00,2018_3,V,V p11,1,e_C,c_mono,V_c_mono,a_spring,0.043,0.1483,0.0491,0.2024,7.3,40.58,1.23,88.516,35.2265,123.7425,611.375988142292,,,,,,
632,0,V_AF_r3_24m,V_C_r3,2018-03-27T00:00:00,2018_3,V,V p12,1,e_C,c_mono,V_c_mono,a_spring,0.1116,0.2659,0.1001,0.2268,7.3,41.72,1.31,123.2215,41.967,165.1885,728.344356261023,,,,,,
633,0,V_AF_r4_T,V_C_r4,2018-03-27T00:00:00,2018_3,V,V p13,1,e_C,c_mono,V_c_mono,a_spring,0.0662,0.1938,0.0757,0.1779,7.3,48.03,1.28,93.5208,44.5792,138.1,776.27880831928,,,,,,
634,0,V_AF_r4_1m,V_C_r4,2018-03-27T00:00:00,2018_3,V,V p14,1,e_C,c_mono,V_c_mono,a_spring,0.0599,0.1499,0.0656,0.1645,7.3,44.45,1.42,64.6838,38.1347,102.8186,625.037082066869,,,,,,
635,0,V_AF_r4_7m,V_C_r4,2018-03-27T00:00:00,2018_3,V,V p15,1,e_C,c_mono,V_c_mono,a_spring,0.0299,0.3527,0.1553,0.2414,7.3,44,1.24,86.8699,38.8474,125.7173,520.784175642088,,,,,,
636,0,V_AF_r4_24m,V_C_r4,2018-03-27T00:00:00,2018_3,V,V p16,1,e_C,c_mono,V_c_mono,a_spring,0.1054,0.2418,0.0097,0.2968,7.3,45.71,1.35,112.8445,58.3659,171.2104,576.854447439353,,,,,,
637,0,V_C_r1,V_C_r5,2018-03-27T00:00:00,2018_3,V,V p17,1,e_C,c_mono,V_c_mono,a_spring,0.0575,0.1761,0.0476,0.2156,7.3,38.91,1.32,94.8109,46.8034,141.6142,656.837662337662,,,,,,
638,0,V_C_r2,V_C_r6,2018-03-27T00:00:00,2018_3,V,V p18,1,e_C,c_mono,V_c_mono,a_spring,0.0576,0.1031,0.03,0.2414,7.3,38.81,1.41,94.9994,50.1903,145.1897,601.448632974316,,,,,,
639,0,V_C_r3,V_C_r7,2018-03-27T00:00:00,2018_3,V,V p19,1,e_C,c_mono,V_c_mono,a_spring,0.0322,0.1017,0.0452,0.1786,7.3,34.07,1.36,59.536,30.304,89.84,503.023516237402,,,,,,
640,0,V_C_r4,V_C_r8,2018-03-27T00:00:00,2018_3,V,V p20,1,e_C,c_mono,V_c_mono,a_spring,0.0435,0.2241,0.0733,0.2091,7.3,55.18,1.19,76.677,39.0744,115.7514,553.569583931133,,,,,,
641,0,V_AF_r1_T,V_C_r1,2018-04-25T00:00:00,2018_4,V,V p1,30,e_C,c_mono,V_c_mono,a_spring,-0.0164,0.0503,0.0092,0.5003,11.8,30.29,1.37,1.1849,0.1665,1.3515,2.7013791724965,23.88213933,179.336726134415,,,,
642,0,V_AF_r1_1m,V_C_r1,2018-04-25T00:00:00,2018_4,V,V p2,30,e_C,c_mono,V_c_mono,a_spring,0.027,0.1902,0.1308,0.453,11.9,38.13,1.43,1.1343,0.1329,1.2672,2.79735099337748,22.31585391,207.15156793043,,,,
643,0,V_AF_r1_7m,V_C_r1,2018-04-25T00:00:00,2018_4,V,V p3,30,e_C,c_mono,V_c_mono,a_spring,-0.0134,0.0307,0.0089,0.7102,11.9,32.49,1.42,2.8249,2.396,5.2209,7.35130949028443,36.06827546,289.734184966137,,,,
644,0,V_AF_r1_24m,V_C_r1,2018-04-25T00:00:00,2018_4,V,V p4,30,e_C,c_mono,V_c_mono,a_spring,-0.0217,0.0493,0.0039,0.5609,11.9,34.3,1.36,1.2067,0.7701,1.9768,3.52433588875022,19.89517863,149.593838592711,,,,
645,0,V_AF_r2_T,V_C_r2,2018-04-25T00:00:00,2018_4,V,V p5,30,e_C,c_mono,V_c_mono,a_spring,-0.029,0.1582,0.1114,0.4497,11.9,29.74,1.55,1.1486,0.4171,1.5657,3.48165443629086,21.5690152,172.180856153935,,,,
646,0,V_AF_r2_1m,V_C_r2,2018-04-25T00:00:00,2018_4,V,V p6,30,e_C,c_mono,V_c_mono,a_spring,-0.0162,0.1091,0.0796,0.3224,12,33.14,1.39,1.5987,0.2211,1.8198,5.64454094292804,23.71101178,181.128534447706,,,,
647,0,V_AF_r2_7m,V_C_r2,2018-04-25T00:00:00,2018_4,V,V p7,30,e_C,c_mono,V_c_mono,a_spring,-0.021,0.1166,0.0634,0.4821,12,30.42,1.49,1.2043,0.6937,1.898,3.93694254304086,16.63632137,149.613857545711,,,,
648,0,V_AF_r2_24m,V_C_r2,2018-04-25T00:00:00,2018_4,V,V p8,30,e_C,c_mono,V_c_mono,a_spring,-0.0095,0.2033,0.1487,0.6771,12,36.19,1.24,1.5901,1.545,3.1351,4.63018756461379,25.48392467,214.371008585818,,,,
649,0,V_AF_r3_T,V_C_r3,2018-04-25T00:00:00,2018_4,V,V p9,30,e_C,c_mono,V_c_mono,a_spring,-0.0079,0.0365,0.0013,0.5343,12.1,43.8,1.36,1.3069,0.2541,1.561,2.9215796369081,17.32925508,143.4003988106,,,,
650,0,V_AF_r3_1m,V_C_r3,2018-04-25T00:00:00,2018_4,V,V p10,30,e_C,c_mono,V_c_mono,a_spring,-0.0037,0.1224,0.0459,0.5878,12.1,66.41,1.25,1.5979,0.4538,2.0518,3.49064307587615,26.26899255,225.390772690273,,,,
651,0,V_AF_r3_7m,V_C_r3,2018-04-25T00:00:00,2018_4,V,V p11,30,e_C,c_mono,V_c_mono,a_spring,-0.0161,0.017,0.0108,0.2727,12.7,41.63,1.55,0.5826,0.2354,0.818,2.999633296663,12.87837223,115.399939457902,,,,
652,0,V_AF_r3_24m,V_C_r3,2018-04-25T00:00:00,2018_4,V,V p12,30,e_C,c_mono,V_c_mono,a_spring,-0.018,0.0133,0.0007,0.2808,11.6,39.37,1.22,0.8093,0.7015,1.5108,5.38034188034188,15.73468686,166.080896168568,,,,
653,0,V_AF_r4_T,V_C_r4,2018-04-25T00:00:00,2018_4,V,V p13,30,e_C,c_mono,V_c_mono,a_spring,-0.0204,0.0063,0.0069,0.4076,11.6,45.47,1.41,0.8697,0.3022,1.1718,2.87487733071639,28.93846276,249.564195139099,,,,
654,0,V_AF_r4_1m,V_C_r4,2018-04-25T00:00:00,2018_4,V,V p14,30,e_C,c_mono,V_c_mono,a_spring,-0.0237,0.0663,0.0109,0.3237,11.7,33.59,1.44,0.644,0.4211,1.0651,3.29039233858511,21.63625512,214.318070011675,,,,
655,0,V_AF_r4_7m,V_C_r4,2018-04-25T00:00:00,2018_4,V,V p15,30,e_C,c_mono,V_c_mono,a_spring,-0.0278,0.1305,0.0731,0.3484,11.6,54.31,1.37,0.6319,0.2253,0.8572,2.46039035591274,24.67880078,207.175109485576,,,,
656,0,V_AF_r4_24m,V_C_r4,2018-04-25T00:00:00,2018_4,V,V p16,30,e_C,c_mono,V_c_mono,a_spring,-0.0222,0.0502,0.0004,0.5113,11.7,42.55,1.32,1.2154,0.8472,2.0626,4.03403090162331,22.86110632,199.578678725395,,,,
657,0,V_C_r1,V_C_r5,2018-04-25T00:00:00,2018_4,V,V p17,30,e_C,c_mono,V_c_mono,a_spring,-0.015,0.1731,0.11,0.4251,11.4,34.06,1.37,0.9015,0.2846,1.1861,2.79016701952482,22.64023117,203.420355545063,,,,
658,0,V_C_r2,V_C_r6,2018-04-25T00:00:00,2018_4,V,V p18,30,e_C,c_mono,V_c_mono,a_spring,-0.0237,0.2532,0.1677,0.3807,11.6,31.07,1.34,0.8768,0.1364,1.0133,2.66167586025742,28.34496982,228.611291495833,,,,
659,0,V_C_r3,V_C_r7,2018-04-25T00:00:00,2018_4,V,V p19,30,e_C,c_mono,V_c_mono,a_spring,-0.0226,0.1362,0.1246,0.3326,11.5,29.16,1.33,1.0313,0.2404,1.2717,3.82351172579675,25.94764276,219.901407292148,,,,
660,0,V_C_r4,V_C_r8,2018-04-25T00:00:00,2018_4,V,V p20,30,e_C,c_mono,V_c_mono,a_spring,-0.0145,0.1367,0.0853,0.3961,11.6,33.75,1.26,0.7393,0.202,0.9413,2.37642009593537,25.67788297,205.85872979096,,,,
661,0,V_AF_r1_T,V_C_r1,2018-05-31T00:00:00,2018_5,V,V p1,66,e_C,c_mono,V_c_mono,a_spring,0.0597,0.1416,0.052,1.5186,22.3,23.3,1.37,7.0559,3.8568,10.9127,7.18602660345055,,,,,,
662,0,V_AF_r1_1m,V_C_r1,2018-05-31T00:00:00,2018_5,V,V p2,66,e_C,c_mono,V_c_mono,a_spring,0.1337,0.4011,0.0897,1.2566,22.6,24.62,1.35,9.0343,4.559,13.5933,10.8175234760465,,,,,,
663,0,V_AF_r1_7m,V_C_r1,2018-05-31T00:00:00,2018_5,V,V p3,66,e_C,c_mono,V_c_mono,a_spring,0.0064,0.2317,0.0781,1.4131,23.1,23.24,1.34,4.8765,1.3871,6.2636,4.43252423749204,,,,,,
664,0,V_AF_r1_24m,V_C_r1,2018-05-31T00:00:00,2018_5,V,V p4,66,e_C,c_mono,V_c_mono,a_spring,0.0448,0.1665,0.0729,1.3956,22.8,23.97,1.18,5.0412,6.1073,11.1485,7.98832043565492,,,,,,
665,0,V_AF_r2_T,V_C_r2,2018-05-31T00:00:00,2018_5,V,V p5,66,e_C,c_mono,V_c_mono,a_spring,-0.0046,0.1503,0.007,1.7259,22.7,24.56,1.43,3.9796,0.9909,4.9705,2.87994669447824,,,,,,
666,0,V_AF_r2_1m,V_C_r2,2018-05-31T00:00:00,2018_5,V,V p6,66,e_C,c_mono,V_c_mono,a_spring,0.011,0.0728,0.0203,1.5186,22.4,26.39,1.26,4.3409,1.5558,5.8967,3.88298432767022,,,,,,
667,0,V_AF_r2_7m,V_C_r2,2018-05-31T00:00:00,2018_5,V,V p7,66,e_C,c_mono,V_c_mono,a_spring,0.1119,0.1899,0.0569,1.7623,22.4,24.5,1.45,7.8255,5.5463,13.3718,7.58769789479657,,,,,,
668,0,V_AF_r2_24m,V_C_r2,2018-05-31T00:00:00,2018_5,V,V p8,66,e_C,c_mono,V_c_mono,a_spring,0.0648,0.1732,0.0589,2.3675,23,26.31,1.32,5.8111,4.8914,10.7025,4.52059134107709,,,,,,
669,0,V_AF_r3_T,V_C_r3,2018-05-31T00:00:00,2018_5,V,V p9,66,e_C,c_mono,V_c_mono,a_spring,-0.0025,0.1782,0.0918,1.8072,22.9,28.76,1.36,3.5097,0.3025,3.8122,2.10945108455069,,,,,,
670,0,V_AF_r3_1m,V_C_r3,2018-05-31T00:00:00,2018_5,V,V p10,66,e_C,c_mono,V_c_mono,a_spring,-0.01,0.0722,0.0623,1.469,22.7,29.81,1.3,3.0051,0.1649,3.17,2.15793056501021,,,,,,
671,0,V_AF_r3_7m,V_C_r3,2018-05-31T00:00:00,2018_5,V,V p11,66,e_C,c_mono,V_c_mono,a_spring,-0.0119,0.0941,0.0043,1.5853,26.3,23.6,1.25,2.8441,0.4541,3.2981,2.08042641771274,,,,,,
672,0,V_AF_r3_24m,V_C_r3,2018-05-31T00:00:00,2018_5,V,V p12,66,e_C,c_mono,V_c_mono,a_spring,0.0171,0.3033,0.1182,1.4713,26.2,26.66,1.2,3.3223,5.0644,8.3868,5.70026507170529,,,,,,
673,0,V_AF_r4_T,V_C_r4,2018-05-31T00:00:00,2018_5,V,V p13,66,e_C,c_mono,V_c_mono,a_spring,-0.0099,0.2809,0.1742,1.5483,26.5,25.07,1.44,2.2993,0.8343,3.1335,2.02383259058322,,,,,,
674,0,V_AF_r4_1m,V_C_r4,2018-05-31T00:00:00,2018_5,V,V p14,66,e_C,c_mono,V_c_mono,a_spring,0.0019,0.2015,0.0879,1.8949,26.3,27.1,1.38,4.9352,2.7237,7.6589,4.0418491740989,,,,,,
675,0,V_AF_r4_7m,V_C_r4,2018-05-31T00:00:00,2018_5,V,V p15,66,e_C,c_mono,V_c_mono,a_spring,-0.0049,0.1843,0.0875,1.8887,26.4,26.72,1.32,2.5169,0.3856,2.9025,1.53677132419124,,,,,,
676,0,V_AF_r4_24m,V_C_r4,2018-05-31T00:00:00,2018_5,V,V p16,66,e_C,c_mono,V_c_mono,a_spring,-0.008,0.1749,0.0546,2.3706,26.2,29.24,1.25,3.4074,1.1556,4.563,1.9248291571754,,,,,,
677,0,V_C_r1,V_C_r5,2018-05-31T00:00:00,2018_5,V,V p17,66,e_C,c_mono,V_c_mono,a_spring,0.0599,0.38,0.0986,1.4802,26.2,23.98,1.32,8.6716,5.8255,14.4971,9.79401432238887,,,,,,
678,0,V_C_r2,V_C_r6,2018-05-31T00:00:00,2018_5,V,V p18,66,e_C,c_mono,V_c_mono,a_spring,0.0279,0.1963,0.0273,2.2022,26.4,24.01,1.32,6.3735,5.9975,12.371,5.61756425392789,,,,,,
679,0,V_C_r3,V_C_r7,2018-05-31T00:00:00,2018_5,V,V p19,66,e_C,c_mono,V_c_mono,a_spring,0.0975,0.2748,0.0549,1.9386,26.5,21.16,1.25,7.4381,6.5712,14.0093,7.22650366243681,,,,,,
680,0,V_C_r4,V_C_r8,2018-05-31T00:00:00,2018_5,V,V p20,66,e_C,c_mono,V_c_mono,a_spring,0.0164,0.1721,0.0655,1.6784,26.5,25.31,1.19,5.0303,6.0741,11.1045,6.61612249761678,,,,,,
681,0,V_AF_r1_T,V_C_r1,2018-07-29T00:00:00,2018_7,V,V p1,125,e_C,c_mono,V_c_mono,b_summer,0.0494,0.0639,0.0027,1.0668,22.3,21.7,1.56,3.09,3.5498,6.6398,6.22403449568804,,,,,,
682,0,V_AF_r1_1m,V_C_r1,2018-07-29T00:00:00,2018_7,V,V p2,125,e_C,c_mono,V_c_mono,b_summer,0.0507,0.1275,0.0494,1.9206,22.5,24.58,1.39,4.1604,2.328,6.4884,3.37831927522649,,,,,,
683,0,V_AF_r1_7m,V_C_r1,2018-07-29T00:00:00,2018_7,V,V p3,125,e_C,c_mono,V_c_mono,b_summer,0.091,0.0995,0.0065,1.5301,22.55,22.51,1.25,3.0527,2.1435,5.1962,3.39598719037971,,,,,,
684,0,V_AF_r1_24m,V_C_r1,2018-07-29T00:00:00,2018_7,V,V p4,125,e_C,c_mono,V_c_mono,b_summer,0.0302,0.0617,0.0119,2.4181,22.55,21.01,1.19,2.721,3.8347,6.5557,2.71109548819321,,,,,,
685,0,V_AF_r2_T,V_C_r2,2018-07-29T00:00:00,2018_7,V,V p5,125,e_C,c_mono,V_c_mono,b_summer,0.0376,0.1025,0.0461,1.619,22.8,25.95,1.24,2.7191,2.4835,5.2026,3.21346510191476,,,,,,
686,0,V_AF_r2_1m,V_C_r2,2018-07-29T00:00:00,2018_7,V,V p6,125,e_C,c_mono,V_c_mono,b_summer,0.0075,0.0473,0.0286,1.3977,22.85,24.32,1.18,2.6498,3.1186,5.7684,4.12706589396866,,,,,,
687,0,V_AF_r2_7m,V_C_r2,2018-07-29T00:00:00,2018_7,V,V p7,125,e_C,c_mono,V_c_mono,b_summer,0.2372,0.4857,0.1726,1.6024,22.9,22.43,1.18,4.502,3.0125,7.5145,4.68952820768847,,,,,,
688,0,V_AF_r2_24m,V_C_r2,2018-07-29T00:00:00,2018_7,V,V p8,125,e_C,c_mono,V_c_mono,b_summer,0.065,0.2083,0.0977,1.3788,22.8,22.48,1.28,3.5769,4.9679,8.5448,6.19727299100667,,,,,,
689,0,V_AF_r3_T,V_C_r3,2018-07-29T00:00:00,2018_7,V,V p9,125,e_C,c_mono,V_c_mono,b_summer,0.0507,0.05,0,1.6249,23.15,24.66,1.31,4.9167,3.6262,8.5428,5.25743122653702,,,,,,
690,0,V_AF_r3_1m,V_C_r3,2018-07-29T00:00:00,2018_7,V,V p10,125,e_C,c_mono,V_c_mono,b_summer,0.0163,0.1277,0.0846,1.3211,23.2,23.3,1.2,3.6479,3.5484,7.1963,5.44720308833548,,,,,,
691,0,V_AF_r3_7m,V_C_r3,2018-07-29T00:00:00,2018_7,V,V p11,125,e_C,c_mono,V_c_mono,b_summer,0.0507,0.1113,0.0173,1.6576,25.05,20.8,1.43,2.5308,2.6746,5.2054,3.14032335907336,,,,,,
692,0,V_AF_r3_24m,V_C_r3,2018-07-29T00:00:00,2018_7,V,V p12,125,e_C,c_mono,V_c_mono,b_summer,0.1108,0.2524,0.1176,1.9068,25,19.94,1.38,2.7753,6.0325,8.8078,4.6191525068177,,,,,,
693,0,V_AF_r4_T,V_C_r4,2018-07-29T00:00:00,2018_7,V,V p13,125,e_C,c_mono,V_c_mono,b_summer,0.0427,0.1971,0.1244,1.3365,25.3,24.5,1.2,2.4109,4.3733,6.7843,5.07616909839132,,,,,,
694,0,V_AF_r4_1m,V_C_r4,2018-07-29T00:00:00,2018_7,V,V p14,125,e_C,c_mono,V_c_mono,b_summer,0.1562,0.179,0.0189,1.7792,24.85,23.85,1.28,2.5202,3.9941,6.5143,3.66136465827338,,,,,,
695,0,V_AF_r4_7m,V_C_r4,2018-07-29T00:00:00,2018_7,V,V p15,125,e_C,c_mono,V_c_mono,b_summer,0.0883,0.1093,0.0083,1.6492,25.15,20.75,1.3,3.0686,5.6817,8.7503,5.30578462284744,,,,,,
696,0,V_AF_r4_24m,V_C_r4,2018-07-29T00:00:00,2018_7,V,V p16,125,e_C,c_mono,V_c_mono,b_summer,0.0859,0.1445,0.0477,2.0709,25.25,21.27,1.22,3.5964,4.2076,7.804,3.76840987010479,,,,,,
697,0,V_C_r1,V_C_r5,2018-07-29T00:00:00,2018_7,V,V p17,125,e_C,c_mono,V_c_mono,b_summer,0.1343,0.1336,0,2.6901,25.15,23.81,1.32,3.0989,6.1206,9.2195,3.42719601501803,,,,,,
698,0,V_C_r2,V_C_r6,2018-07-29T00:00:00,2018_7,V,V p18,125,e_C,c_mono,V_c_mono,b_summer,0.0902,0.1409,0.0328,2.3888,25.05,23.94,1.34,3.276,4.3389,7.6148,3.18770931011386,,,,,,
699,0,V_C_r3,V_C_r7,2018-07-29T00:00:00,2018_7,V,V p19,125,e_C,c_mono,V_c_mono,b_summer,0.0496,0.1274,0.0733,2.7576,25.25,24.19,1.31,2.1554,7.1585,9.3139,3.37753843922251,,,,,,
700,0,V_C_r4,V_C_r8,2018-07-29T00:00:00,2018_7,V,V p20,125,e_C,c_mono,V_c_mono,b_summer,0.0555,0.1535,0.0874,2.8771,24.9,26.17,1.2,3.0076,4.0219,7.0295,2.44325883702339,,,,,,
701,0,V_AF_r1_T,V_C_r1,2018-08-31T00:00:00,2018_8,V,V p1,158,e_C,c_mono,V_c_mono,b_summer,0.0897,0.2735,0.1276,0.3375,15.5,14.56,1.34,14.6333,34.3587,48.9919,145.161185185185,,,,,,
702,0,V_AF_r1_1m,V_C_r1,2018-08-31T00:00:00,2018_8,V,V p2,158,e_C,c_mono,V_c_mono,b_summer,0.0294,0.2174,0.1313,0.2626,15.4,17.14,1.3,10.1392,21.5732,31.7124,120.763137852247,,,,,,
703,0,V_AF_r1_7m,V_C_r1,2018-08-31T00:00:00,2018_8,V,V p3,158,e_C,c_mono,V_c_mono,b_summer,0.1377,0.3848,0.1648,0.4266,15.6,17.38,1.37,13.8046,44.3315,58.1361,136.277777777778,,,,,,
704,0,V_AF_r1_24m,V_C_r1,2018-08-31T00:00:00,2018_8,V,V p4,158,e_C,c_mono,V_c_mono,b_summer,-0.0027,0.0843,0.0563,0.3331,15.5,23.5,1.25,3.0833,15.0869,18.1702,54.5487841489042,,,,,,
705,0,V_AF_r2_T,V_C_r2,2018-08-31T00:00:00,2018_8,V,V p5,158,e_C,c_mono,V_c_mono,b_summer,0.0335,0.1646,0.0911,0.37,15.6,14.56,1.41,5.3806,12.8164,18.197,49.1810810810811,,,,,,
706,0,V_AF_r2_1m,V_C_r2,2018-08-31T00:00:00,2018_8,V,V p6,158,e_C,c_mono,V_c_mono,b_summer,0.1642,0.3308,0.1051,0.5778,15.6,17.83,1.13,10.1232,48.4023,58.5255,101.290238836968,,,,,,
707,0,V_AF_r2_7m,V_C_r2,2018-08-31T00:00:00,2018_8,V,V p7,158,e_C,c_mono,V_c_mono,b_summer,0.0221,0.1307,0.0716,0.4803,15.6,18.73,1.31,2.2019,16.7211,18.9231,39.3985009369144,,,,,,
708,0,V_AF_r2_24m,V_C_r2,2018-08-31T00:00:00,2018_8,V,V p8,158,e_C,c_mono,V_c_mono,b_summer,0.03,0.1367,0.0719,0.366,15.6,19.76,1,2.8673,32.7149,35.5822,97.2191256830601,,,,,,
709,0,V_AF_r3_T,V_C_r3,2018-08-31T00:00:00,2018_8,V,V p9,158,e_C,c_mono,V_c_mono,b_summer,0.0329,0.0901,0.0356,0.3894,15.6,13.57,1.31,8.3505,18.368,26.7185,68.6145351823318,,,,,,
710,0,V_AF_r3_1m,V_C_r3,2018-08-31T00:00:00,2018_8,V,V p10,158,e_C,c_mono,V_c_mono,b_summer,0.0065,0.1573,0.1063,0.3604,15.4,14.9,1.4,8.5733,20.2693,28.8426,80.0294117647059,,,,,,
