pid,top,bot,sand,bd,pH,soc
TZ_26974_KP5,0,20,39,NA,5.8,24.5
TZ_26974_KP5,30,50,55,NA,5.8,9.1
TZ_26974_KP5,80,100,32,NA,6.3,7.3
TZ_26974_KP51,0,20,90,NA,4.5,1.6
TZ_26974_KP51,30,50,88,NA,4.6,1.3
TZ_26974_KP51,80,100,89,NA,5.2,1.5
TZ_26974_KP52,0,20,77,NA,5.9,16.9
TZ_26974_KP52,30,50,73,NA,4.8,3.5
TZ_26974_KP52,80,100,62,NA,5,5.5
TZ_26974_KP53,0,20,34,NA,4.5,14.4
TZ_26974_KP53,30,50,54,NA,4.4,6.9
TZ_26974_KP53,80,100,54,NA,5.2,3.1
TZ_26974_KP54,0,20,70,NA,5.6,16.2
TZ_26974_KP54,30,50,36,NA,5.8,8.9
TZ_26974_KP54,80,100,34,NA,7.5,2.7
TZ_26974_KP55,0,20,86,1.8,6.2,3
TZ_26974_KP55,30,50,82,1.6,5.2,1.9
TZ_26974_KP55,80,100,74,1.6,5.2,1.2
TZ_26974_KP56,0,20,81,NA,5.1,3.7
TZ_26974_KP56,30,50,74,NA,5.3,2.1
TZ_26974_KP56,80,100,74,NA,5.6,1.3
TZ_26974_KP57,0,20,77,NA,5.9,4.4
TZ_26974_KP57,30,50,68,NA,5.3,2.9
TZ_26974_KP57,80,100,60,NA,5.1,1.4
TZ_26974_KP58,0,20,83,NA,6.6,3.5
TZ_26974_KP58,30,50,84,NA,6.3,3.7
TZ_26974_KP58,80,100,82,NA,5.5,1.5
TZ_26974_KP59,0,20,85,NA,5.2,2.3
TZ_26974_KP59,30,50,87,NA,5.2,1.1
TZ_26974_KP59,80,100,89,NA,5.5,1
TZ_26974_KP6,0,20,91,1.5,5.8,3.8
TZ_26974_KP6,30,50,91,1.4,5.2,4
TZ_26974_KP6,80,100,86,1.6,4.9,2.1
TZ_26974_KP60,0,20,76,1.7,5.8,3.9
TZ_26974_KP60,30,50,68,1.6,5.1,1.4
TZ_26974_KP60,80,100,61,1.5,5,1.1
TZ_26974_KP61,0,20,77,NA,5.7,3.9
TZ_26974_KP61,30,50,74,NA,5.5,3.4
TZ_26974_KP61,80,100,72,NA,5.6,1.3
TZ_26974_KP62,0,20,86,NA,5.6,2.2
TZ_26974_KP62,30,50,88,NA,5.8,2.7
TZ_26974_KP62,80,100,82,NA,6.3,1.5
TZ_26974_KP63,0,20,87,NA,5.7,5.4
TZ_26974_KP63,30,50,88,NA,5.4,1.6
TZ_26974_KP63,80,100,87,NA,5.2,1.3
TZ_26974_KP64,0,20,91,NA,5.7,7.5
TZ_26974_KP64,30,50,89,NA,6,3.2
TZ_26974_KP64,80,100,88,NA,6.1,2.4
TZ_26974_KP65,0,20,89,NA,5.4,2.8
TZ_26974_KP65,30,50,84,NA,4.8,3.9
TZ_26974_KP65,80,100,87,NA,4.7,2.4
TZ_26974_KP66,0,20,81,NA,6.5,1.4
TZ_26974_KP66,30,50,74,NA,6.8,1.3
TZ_26974_KP66,80,100,66,NA,5.3,7
TZ_26974_KP67,0,20,65,NA,6.5,2.2
TZ_26974_KP67,30,50,55,NA,6.6,3.5
TZ_26974_KP67,80,100,54,NA,6.6,1.4
TZ_26974_KP68,0,20,82,NA,8.5,4.1
TZ_26974_KP68,30,50,68,NA,7.9,2.2
TZ_26974_KP68,80,100,74,NA,6.1,0.9
TZ_26974_KP69,0,20,91,NA,5.1,0.8
TZ_26974_KP69,30,50,88,NA,5.1,0.7
TZ_26974_KP69,80,100,90,NA,5.4,0.7
TZ_26974_KP7,0,20,80,NA,4.7,2
TZ_26974_KP7,30,50,69,NA,4.6,3.4
TZ_26974_KP7,80,100,65,NA,4.3,2.5
TZ_26974_KP70,0,20,70,NA,5.4,6.1
TZ_26974_KP70,30,50,71,NA,5,3.3
TZ_26974_KP70,80,100,54,NA,5.4,7.5
TZ_26974_KP71,0,20,60,NA,5.4,14.4
TZ_26974_KP71,30,50,38,NA,5,2.2
TZ_26974_KP71,80,100,35,NA,5.1,1.7
TZ_26974_KP72,0,20,80,NA,6,1.3
TZ_26974_KP72,30,50,69,NA,4.8,1.2
TZ_26974_KP72,80,100,67,NA,5.4,0.7
TZ_26974_KP73,0,20,68,NA,5,5.4
TZ_26974_KP73,30,50,39,NA,5.5,0.9
TZ_26974_KP73,80,100,44,NA,5.2,2.3
TZ_26974_KP74,0,20,67,NA,5.6,5.6
TZ_26974_KP74,30,50,60,NA,5.4,2.3
TZ_26974_KP74,80,100,61,NA,5.4,2.2
TZ_26974_KP75,0,20,72,NA,5.2,7.8
TZ_26974_KP75,30,50,51,NA,5.6,3.1
TZ_26974_KP75,80,100,51,NA,4.9,0.8
TZ_26974_KP76,0,20,63,NA,5.6,7.9
TZ_26974_KP76,30,50,40,NA,5.7,4.7
TZ_26974_KP76,80,100,43,NA,5.8,2.9
TZ_26974_KP77,0,20,84,NA,5.1,2.3
TZ_26974_KP77,30,50,77,NA,5,1.1
TZ_26974_KP77,80,100,83,NA,5.5,2.6
TZ_26974_KP78,0,20,85,NA,5.9,6.5
TZ_26974_KP78,30,50,85,NA,6.1,4.5
TZ_26974_KP78,80,100,86,NA,5.6,3.8
TZ_26974_KP79,0,20,86,NA,5.7,7.8
TZ_26974_KP79,30,50,82,NA,5.9,4.7
TZ_26974_KP79,80,100,80,NA,5.4,3.5
TZ_26974_KP8,0,20,28,NA,6,25.8
TZ_26974_KP8,30,50,22,NA,6,13.4
TZ_26974_KP8,80,100,22,NA,5.9,9.5
TZ_26974_KP80,0,20,84,NA,6,5.2
TZ_26974_KP80,30,50,82,NA,5,4.9
TZ_26974_KP80,80,100,80,NA,5.5,3.4
TZ_26974_KP81,0,20,65,NA,5.5,7.1
TZ_26974_KP81,30,50,44,NA,5.4,3.9
TZ_26974_KP81,80,100,32,NA,5.3,5.9
TZ_26974_KP82,0,20,38,NA,5.4,21.1
TZ_26974_KP82,30,50,34,NA,6.3,5.9
TZ_26974_KP82,80,100,31,NA,6.8,3.4
TZ_26974_KP83,0,20,84,NA,6.3,4.9
TZ_26974_KP83,30,50,84,NA,6.1,4.4
TZ_26974_KP83,80,100,81,NA,5.9,3.3
TZ_26974_KP84,0,20,80,NA,6.2,5.5
TZ_26974_KP84,30,50,73,NA,6,3.1
TZ_26974_KP84,80,100,75,NA,5.7,4
TZ_26974_KP85,0,20,85,NA,6.9,6.9
TZ_26974_KP85,30,50,83,NA,6.6,1.9
TZ_26974_KP85,80,100,80,NA,6.7,1.5
TZ_26974_KP86,0,20,76,1.5,5.4,4.3
TZ_26974_KP86,30,50,77,1.7,5.6,0.9
TZ_26974_KP86,80,100,72,1.7,6,1.3
TZ_26974_KP87,0,20,80,NA,5.4,5.3
TZ_26974_KP87,30,50,69,NA,5.2,2.6
TZ_26974_KP87,80,100,64,NA,4.8,1.9
TZ_26974_KP88,0,20,82,NA,6.2,4.6
TZ_26974_KP88,30,50,95,NA,5.7,2.4
TZ_26974_KP88,80,100,74,NA,6.4,1.8
TZ_26974_KP89,0,20,86,NA,5.5,4
TZ_26974_KP89,30,50,80,NA,5,9.5
TZ_26974_KP89,80,100,76,NA,4.5,1.9
TZ_26974_KP9,0,20,38,NA,5,15.1
TZ_26974_KP9,30,50,27,NA,4.7,7
TZ_26974_KP9,80,100,26,NA,4.8,5.2
TZ_26974_KP90,0,20,82,NA,4.7,4.9
TZ_26974_KP90,30,50,80,NA,5,2.1
TZ_26974_KP90,80,100,NA,NA,NA,NA
TZ_26974_KP91,0,20,44,1.4,5.3,15.3
TZ_26974_KP91,30,50,33,1.5,5,5.3
TZ_26974_KP91,80,100,32,1.5,4.9,3.8
TZ_26974_KP92,0,20,48,NA,6.3,8.7
TZ_26974_KP92,30,50,44,NA,7.6,6.4
TZ_26974_KP92,80,100,42,NA,8.6,5.3
TZ_26974_KP93,0,20,45,NA,4.6,13.4
TZ_26974_KP93,30,50,45,NA,4.9,5.9
TZ_26974_KP93,80,100,45,NA,4.7,4.9
TZ_26974_KP94,0,20,60,NA,6.2,10.4
TZ_26974_KP94,30,50,51,NA,6.2,3.1
TZ_26974_KP94,80,100,NA,NA,NA,NA
TZ_26974_KP95,0,20,87,NA,5.7,5.7
TZ_26974_KP95,30,50,86,NA,5.3,2.8
TZ_26974_KP95,80,100,83,NA,4.8,2.4
TZ_26974_KP96,0,20,43,NA,5.3,18
TZ_26974_KP96,30,50,36,NA,4.8,7.5
TZ_26974_KP96,80,100,33,NA,4.7,6.5
TZ_26974_KP97,0,20,59,NA,5.6,16.5
TZ_26974_KP97,30,50,42,NA,5.9,8.7
TZ_26974_KP97,80,100,32,NA,7.8,4.4
TZ_26974_KP98,0,20,82,NA,6.2,11.5
TZ_26974_KP98,30,50,87,NA,5.6,3.9
TZ_26974_KP98,80,100,81,NA,6.4,2.3
TZ_26974_KP99,0,20,70,NA,5.6,13.1
TZ_26974_KP99,30,50,38,NA,5.8,7.3
TZ_26974_KP99,80,100,39,NA,7.4,4.2
TZ_26975_01,0,15,68,NA,5.7,13
TZ_26975_01,15,25,68,NA,5.7,13
TZ_26975_01,25,35,64,NA,5.4,6
TZ_26975_01,35,65,64,NA,5.4,6
TZ_26975_01,65,100,38,NA,5.6,3
TZ_26975_02,0,20,55,NA,5.6,26
TZ_26975_02,20,50,NA,NA,NA,NA
TZ_26975_02,50,60,NA,NA,NA,NA
TZ_26975_03,0,15,52,NA,5.9,20
TZ_26975_03,15,25,52,NA,5.9,20
TZ_26975_03,25,40,47,NA,5.1,11
TZ_26975_03,40,70,47,NA,5.1,11
TZ_26975_03,70,150,37,NA,5.6,5
TZ_26975_03,150,160,NA,NA,NA,NA
TZ_26975_04,0,10,54,NA,6.4,16
TZ_26975_04,10,30,54,NA,6.4,16
TZ_26975_04,30,60,42,NA,5.8,9
TZ_26975_04,60,100,38,NA,5.9,5
TZ_26975_04,100,150,NA,NA,NA,NA
TZ_26975_05,0,25,59,NA,6,NA
TZ_26975_05,25,55,53,NA,5.2,NA
TZ_26975_05,55,100,46,NA,4.9,NA
TZ_26975_05,100,130,NA,NA,NA,NA
TZ_26975_05,130,180,NA,NA,NA,NA
TZ_26975_06,0,30,62,NA,5,9
TZ_26975_06,30,70,56,NA,4.4,6
TZ_26975_06,70,130,63,NA,5.9,11
TZ_26975_06,130,170,NA,NA,NA,NA
TZ_26975_07,0,25,52,NA,4.9,7
TZ_26975_07,25,50,44,NA,6,3
TZ_26975_07,50,70,NA,NA,NA,NA
TZ_26975_07,70,110,43,NA,4.8,3
TZ_26975_08,0,20,22,NA,4.6,53
TZ_26975_08,20,50,31,NA,4.8,16
TZ_26975_08,50,70,NA,NA,NA,NA
TZ_26975_08,70,100,18,NA,5.1,5
TZ_26975_08,100,160,NA,NA,NA,NA
TZ_26975_09,0,20,26,NA,5.1,20
TZ_26975_09,20,30,NA,NA,NA,NA
TZ_26975_09,30,55,25,NA,5.1,17
TZ_26975_09,55,70,23,NA,5.6,16
TZ_26975_09,70,110,NA,NA,NA,NA
TZ_26975_09,110,120,NA,NA,NA,NA
TZ_26975_10,0,20,18,NA,5.6,27
TZ_26975_10,20,50,17,NA,5.5,20
TZ_26975_10,50,70,NA,NA,NA,NA
TZ_26975_10,70,90,15,NA,4.8,13
TZ_26975_10,90,150,NA,NA,NA,NA
TZ_26975_101,0,10,40,NA,5.1,22
TZ_26975_101,10,30,NA,NA,NA,NA
TZ_26975_101,30,60,44,NA,5.3,12
TZ_26975_101,60,70,NA,NA,NA,NA
TZ_26975_102,0,20,52,1.2,5.2,34
TZ_26975_102,20,40,NA,1.3,NA,NA
TZ_26975_102,40,70,39,NA,5.7,6
TZ_26975_102,70,110,34,1.3,5.6,4
TZ_26975_103,0,25,68,1.1,6.3,9
TZ_26975_103,25,40,55,1.5,5.3,3
TZ_26975_103,40,65,55,NA,5.3,3
TZ_26975_103,60,100,56,1.4,6.3,4.7
TZ_26975_104,0,25,82,NA,6.5,10
TZ_26975_104,25,65,56,NA,6.3,4.7
TZ_26975_104,65,75,NA,NA,NA,NA
TZ_26975_105,0,20,88,NA,6.4,6
TZ_26975_105,20,30,NA,NA,NA,NA
TZ_26975_105,30,65,87,NA,6,2
TZ_26975_105,65,100,85,NA,6.3,1
TZ_26975_105,100,120,NA,NA,NA,NA
TZ_26975_105,120,135,NA,NA,NA,NA
TZ_26975_105,135,145,NA,NA,NA,NA
TZ_26975_106,0,20,42,NA,6.1,29
TZ_26975_106,18,30,NA,NA,NA,NA
TZ_26975_106,30,40,89,NA,6.5,1
TZ_26975_106,40,55,NA,NA,NA,NA
TZ_26975_107,0,5,79,NA,5.3,6
TZ_26975_107,5,30,79,NA,5.3,6
TZ_26975_107,30,60,59,NA,4.8,1
TZ_26975_107,60,85,57,NA,4.9,1
TZ_26975_107,85,100,57,NA,4.9,1
TZ_26975_107,100,110,NA,NA,NA,NA
TZ_26975_108,0,10,71,NA,6,11
TZ_26975_108,10,20,71,NA,6,11
TZ_26975_108,20,50,59,NA,4.9,4
TZ_26975_108,50,80,NA,NA,NA,NA
TZ_26975_108,80,90,NA,NA,NA,NA
TZ_26975_109,0,20,50,NA,5.2,12
TZ_26975_109,20,40,65,NA,5.3,1.8
TZ_26975_109,40,75,NA,NA,NA,NA
TZ_26975_109,75,120,NA,NA,NA,NA
TZ_26975_109,120,130,NA,NA,NA,NA
TZ_26975_11,0,20,26,NA,6.9,43.2
TZ_26975_11,20,40,NA,NA,NA,NA
TZ_26975_11,40,50,NA,NA,NA,NA
TZ_26975_110,0,10,46,NA,3.5,15
TZ_26975_110,10,25,46,NA,3.5,15
TZ_26975_110,25,40,34,NA,5.1,6
TZ_26975_110,40,70,NA,NA,NA,NA
TZ_26975_110,70,100,27,NA,5.8,7
TZ_26975_110,100,140,NA,NA,NA,NA
TZ_26975_111,0,10,49,NA,7.1,39
TZ_26975_111,10,20,49,NA,7.1,39
TZ_26975_111,20,65,48,NA,7.1,10
TZ_26975_111,65,75,NA,NA,NA,NA
TZ_26975_112,0,10,81,NA,6.6,6
TZ_26975_112,10,25,81,NA,6.6,6
TZ_26975_112,25,30,NA,NA,NA,NA
TZ_26975_112,30,60,77,NA,5.9,3
TZ_26975_112,60,100,72,NA,5.1,3
TZ_26975_112,100,150,NA,NA,NA,NA
TZ_26975_113,0,25,43,1.4,5.4,15
TZ_26975_113,25,60,42,1.2,5.3,12
TZ_26975_113,60,100,35,NA,5.4,8
TZ_26975_113,100,110,NA,NA,NA,NA
TZ_26975_114,0,20,86,NA,6.1,8
TZ_26975_114,20,45,84,NA,6.5,2
TZ_26975_114,45,70,NA,NA,NA,NA
TZ_26975_114,70,100,77,NA,6.2,1
TZ_26975_114,100,150,NA,NA,NA,NA
TZ_26975_115,0,20,69,NA,5,8
TZ_26975_115,20,40,58,NA,4.9,4
TZ_26975_115,40,75,59,NA,5.1,6
TZ_26975_115,75,100,NA,NA,NA,NA
TZ_26975_116,0,10,46,NA,5.8,20
TZ_26975_116,10,25,46,NA,5.8,20
TZ_26975_116,25,30,NA,NA,NA,NA
TZ_26975_116,30,75,42,NA,5.6,13
TZ_26975_116,75,85,NA,NA,NA,NA
TZ_26975_117,0,10,67,NA,5.2,8
TZ_26975_117,10,30,67,NA,5.2,8
TZ_26975_117,30,60,55,NA,5.1,4
TZ_26975_117,60,70,NA,NA,NA,NA
TZ_26975_118,0,10,45,NA,6.2,17
TZ_26975_118,10,25,45,NA,6.2,17
TZ_26975_118,25,30,NA,NA,NA,NA
TZ_26975_118,30,60,22,NA,7,8
TZ_26975_118,60,100,34,NA,8.3,4
TZ_26975_12,0,20,40,NA,6.2,24
TZ_26975_12,20,30,NA,NA,NA,NA
TZ_26975_12,30,55,32,NA,5.7,13
TZ_26975_12,55,70,NA,NA,NA,NA
TZ_26975_12,70,120,28,NA,6,7
TZ_26975_12,120,150,NA,NA,NA,NA
TZ_26975_120,0,20,88,NA,5.8,11
TZ_26975_120,20,40,NA,NA,NA,NA
TZ_26975_120,40,70,85,NA,4.9,5
TZ_26975_120,70,110,72,NA,5.1,3
TZ_26975_13,0,20,25,NA,5.1,19
TZ_26975_13,20,30,NA,NA,NA,NA
TZ_26975_13,30,65,20,NA,5.2,13
TZ_26975_13,65,115,16,NA,5.6,9
TZ_26975_13,115,160,NA,NA,NA,NA
TZ_26975_14,0,25,16,NA,5.5,39
TZ_26975_14,25,40,15,NA,5.4,16
TZ_26975_14,40,65,15,NA,5.4,16
TZ_26975_14,65,100,NA,NA,NA,NA
TZ_26975_14,120,130,NA,NA,NA,NA
TZ_26975_15,0,20,14,NA,5.7,30
TZ_26975_15,20,30,NA,NA,NA,NA
TZ_26975_15,30,40,9,NA,6,9
TZ_26975_15,40,50,NA,NA,NA,NA
TZ_26975_16,0,30,15,NA,7.3,33
TZ_26975_16,30,50,16,NA,7.1,15
TZ_26975_16,50,70,NA,NA,NA,NA
TZ_26975_16,70,100,27,NA,6.9,9
TZ_26975_16,100,150,NA,NA,NA,NA
TZ_26975_17,0,10,NA,NA,NA,NA
TZ_26975_17,10,30,19,NA,6.8,89
TZ_26975_17,30,50,14,NA,6.6,37
TZ_26975_18,0,20,45,NA,6.2,17
TZ_26975_18,20,50,22,NA,7,8
TZ_26975_18,50,70,NA,NA,NA,NA
TZ_26975_18,70,120,34,NA,8.3,4
TZ_26975_19,0,15,70,NA,5.6,27
TZ_26975_19,15,30,NA,NA,NA,NA
TZ_26975_19,30,60,68,NA,5.3,7
TZ_26975_19,60,80,NA,NA,NA,NA
TZ_26975_19,80,150,NA,NA,NA,NA
TZ_26975_20,0,10,51,NA,6.4,35
TZ_26975_20,10,30,NA,NA,NA,NA
TZ_26975_20,30,65,41,NA,6.1,8
TZ_26975_20,65,75,NA,NA,NA,NA
TZ_26975_21,0,15,79,NA,6.3,8
TZ_26975_21,15,30,NA,NA,NA,NA
TZ_26975_21,30,60,74,NA,5.3,3
TZ_26975_21,60,85,NA,NA,NA,NA
TZ_26975_21,85,100,NA,NA,NA,NA
TZ_26975_21,100,150,68,NA,5.5,2
TZ_26975_22,0,15,81,NA,5.7,4
TZ_26975_22,15,30,NA,NA,NA,NA
TZ_26975_22,30,60,72,NA,5.5,1
TZ_26975_22,60,95,NA,NA,NA,NA
TZ_26975_22,95,120,66,NA,6,1
TZ_26975_22,125,150,NA,NA,NA,NA
TZ_26975_23,0,15,82,NA,6.3,7
TZ_26975_23,15,40,86,NA,5.7,2
TZ_26975_23,40,55,86,NA,5.7,2
TZ_26975_23,55,65,NA,NA,NA,NA
TZ_26975_24,0,20,84,NA,5.8,7
TZ_26975_24,20,30,NA,NA,NA,NA
TZ_26975_24,30,55,69,NA,5.1,3
TZ_26975_24,55,85,NA,NA,NA,NA
TZ_26975_24,85,150,NA,NA,NA,NA
TZ_26975_25,0,30,85,NA,5.6,4
TZ_26975_25,30,60,83,NA,5.3,2
TZ_26975_25,60,80,78,NA,5.2,2
TZ_26975_26,0,20,90,NA,5.4,3
TZ_26975_26,20,50,85,NA,5.8,1
TZ_26975_26,50,90,87,NA,6.8,1
TZ_26975_27,0,20,86,NA,5,2
TZ_26975_27,20,40,75,NA,4.9,3
TZ_26975_27,40,70,NA,NA,NA,NA
TZ_26975_27,70,100,69,NA,4.7,3
TZ_26975_28,0,15,87,NA,4,21
TZ_26975_28,15,50,82,NA,4.5,2
TZ_26975_28,50,65,NA,NA,NA,NA
TZ_26975_28,65,100,NA,NA,NA,NA
TZ_26975_28,100,120,79,NA,4.5,2
TZ_26975_28,120,150,NA,NA,NA,NA
TZ_26975_29,0,20,80,NA,5.2,5
TZ_26975_29,20,55,58,NA,4.6,3
TZ_26975_29,55,100,55,NA,4.8,2
TZ_26975_29,100,120,NA,NA,NA,NA
TZ_26975_30,0,20,87,NA,6.1,8
TZ_26975_30,20,50,88,NA,5.6,3
TZ_26975_30,50,70,NA,NA,NA,NA
TZ_26975_30,70,120,89,NA,5.5,1
TZ_26975_30,120,155,NA,NA,NA,NA
TZ_26975_31,0,20,90,NA,5.9,5
TZ_26975_31,20,50,89,NA,5.5,2
TZ_26975_31,50,70,NA,NA,NA,NA
TZ_26975_31,70,120,88,NA,5.5,1
TZ_26975_31,120,155,NA,NA,NA,NA
TZ_26975_32,0,25,30,NA,6.3,41
TZ_26975_32,25,50,35,NA,7.4,12
TZ_26975_32,50,70,NA,NA,NA,NA
TZ_26975_32,70,100,17,NA,8.5,4
TZ_26975_33,0,10,41,NA,6.3,32
TZ_26975_33,10,25,37,NA,5.3,22
TZ_26975_33,25,35,NA,NA,NA,NA
TZ_26975_34,0,20,48,NA,6.2,18
TZ_26975_34,20,40,NA,NA,NA,NA
TZ_26975_34,40,65,34,NA,6,5
TZ_26975_34,65,95,29,NA,6.2,5
TZ_26975_34,95,125,NA,NA,NA,NA
TZ_26975_34,125,150,NA,NA,NA,NA
TZ_26975_35,0,15,80,NA,6.6,4
TZ_26975_35,15,30,NA,NA,NA,NA
TZ_26975_35,30,60,64,NA,5.3,2
TZ_26975_35,60,85,NA,NA,NA,NA
TZ_26975_35,85,125,53,NA,4.9,2
TZ_26975_35,125,150,NA,NA,NA,NA
TZ_26975_36,0,5,83,NA,6.2,27
TZ_26975_36,5,20,83,1.4,6.2,27
TZ_26975_36,20,45,76,1.4,5.6,3
TZ_26975_36,45,75,NA,NA,NA,NA
TZ_26975_36,75,110,NA,NA,NA,NA
TZ_26975_36,110,120,NA,NA,NA,NA
TZ_26975_37,0,10,72,1.3,4.8,6
TZ_26975_37,10,25,72,NA,4.8,6
TZ_26975_37,25,60,71,1.5,4.7,3
TZ_26975_37,60,100,66,1.3,5,2
TZ_26975_37,100,120,NA,NA,NA,NA
TZ_26975_38,0,10,80,NA,5.1,6
TZ_26975_38,10,30,80,NA,5.1,6
TZ_26975_38,30,50,65,NA,5,2
TZ_26975_38,50,80,65,NA,4.9,2
TZ_26975_38,80,130,NA,NA,NA,NA
TZ_26975_39,0,20,66,NA,5,6
TZ_26975_39,20,25,NA,NA,NA,NA
TZ_26975_39,25,50,54,NA,5,4
TZ_26975_39,50,70,58,NA,5.1,4
TZ_26975_39,70,80,58,NA,5.1,4
TZ_26975_39,80,90,NA,NA,NA,NA
TZ_26975_40,0,5,85,NA,5,4
TZ_26975_40,5,20,85,NA,5,4
TZ_26975_40,20,40,77,NA,4.6,4
TZ_26975_40,40,80,78,NA,4.7,2
TZ_26975_40,80,130,NA,NA,NA,NA
TZ_26975_41,0,10,82,NA,5.6,3
TZ_26975_41,10,25,82,NA,5.6,3
TZ_26975_41,25,40,64,NA,5.5,4
TZ_26975_41,40,80,53,NA,6.2,3
TZ_26975_41,80,100,NA,NA,NA,NA
TZ_26975_41,100,130,NA,NA,NA,NA
TZ_26975_42,0,10,66,NA,6.1,17
TZ_26975_42,10,25,66,NA,6.1,17
TZ_26975_42,25,55,63,NA,5.1,6
TZ_26975_42,55,85,61,NA,5.1,6
TZ_26975_42,85,95,NA,NA,NA,NA
TZ_26975_43,0,15,68,1.5,5.2,11
TZ_26975_43,15,20,68,NA,5.2,11
TZ_26975_43,20,30,NA,NA,NA,NA
TZ_26975_43,30,50,52,1.5,5,7
TZ_26975_43,50,70,43,NA,4.9,6
TZ_26975_43,70,130,43,1.3,4.9,6
TZ_26975_44,0,10,60,1.5,5.6,14
TZ_26975_44,10,20,60,NA,5.6,14
TZ_26975_44,20,30,NA,NA,NA,NA
TZ_26975_44,30,50,53,1.4,5.1,0.8
TZ_26975_44,50,130,48,1.2,5.1,0.8
TZ_26975_45,0,10,43,NA,6.4,32
TZ_26975_45,10,20,43,NA,6.4,32
TZ_26975_45,20,40,33,NA,6.2,23
TZ_26975_45,40,100,28,NA,6.2,17
TZ_26975_46,0,20,15,NA,6.2,43
TZ_26975_46,20,60,12,NA,5.9,6
TZ_26975_46,60,140,11,NA,6.1,5
TZ_26975_47,0,10,12,NA,5.7,26
TZ_26975_47,10,20,12,NA,5.7,26
TZ_26975_47,20,30,NA,NA,NA,NA
TZ_26975_47,30,60,18,NA,5,8
TZ_26975_47,60,120,8,NA,5.6,6
TZ_26975_48,0,10,38,1.3,5.8,20
TZ_26975_48,10,20,38,NA,5.8,20
TZ_26975_48,20,60,34,1.2,5.1,9
TZ_26975_48,60,130,25,1.1,5.3,16
TZ_26975_49,0,10,48,NA,6.5,26
TZ_26975_49,10,30,48,NA,6.5,26
TZ_26975_49,30,60,54,NA,5.6,10
TZ_26975_49,60,120,49,NA,5.7,7
TZ_26975_50,0,10,2,NA,5.5,15
TZ_26975_50,10,25,2,NA,5.5,15
TZ_26975_50,25,45,0,NA,5.3,6
TZ_26975_50,45,100,1,NA,4.8,4
TZ_26975_51,0,20,27,NA,6.1,25
TZ_26975_51,20,30,NA,NA,NA,NA
TZ_26975_51,30,50,15,NA,5.2,10
TZ_26975_51,50,125,16,NA,5.1,7
TZ_26975_52,0,20,48,NA,5.5,6
TZ_26975_52,20,30,NA,NA,NA,NA
TZ_26975_52,30,65,15,NA,5.2,10
TZ_26975_52,60,120,16,NA,5.1,7
TZ_26975_53,0,10,58,NA,5.1,12
TZ_26975_53,10,25,58,NA,5.1,12
TZ_26975_53,25,60,69,NA,4.8,8
TZ_26975_53,60,70,NA,NA,NA,NA
TZ_26975_54,0,10,48,NA,6.3,17
TZ_26975_54,10,25,48,NA,6.3,17
TZ_26975_54,25,60,35,NA,7.9,8
TZ_26975_54,60,100,36,NA,5.6,9
TZ_26975_55,0,10,30,NA,5.4,17
TZ_26975_55,10,25,30,NA,5.4,17
TZ_26975_55,25,60,15,NA,5.6,8
TZ_26975_55,60,100,15,NA,5.7,8
TZ_26975_56,0,10,53,NA,5.6,9
TZ_26975_56,10,20,53,NA,5.6,9
TZ_26975_56,20,45,47,NA,5.5,6
TZ_26975_56,45,75,43,NA,5.6,5
TZ_26975_56,75,85,NA,NA,NA,NA
TZ_26975_56,85,120,NA,NA,NA,NA
TZ_26975_57,0,15,88,NA,5.2,6
TZ_26975_57,15,25,88,NA,5.2,6
TZ_26975_57,25,50,85,NA,5.3,3
TZ_26975_57,50,85,81,NA,4.8,2
TZ_26975_57,85,100,NA,NA,NA,NA
TZ_26975_58,0,15,78,NA,5.2,4
TZ_26975_58,15,25,78,NA,5.2,4
TZ_26975_58,25,50,69,NA,4.7,4
TZ_26975_58,50,90,73,NA,4.8,2
TZ_26975_58,90,150,NA,NA,NA,NA
TZ_26975_59,0,15,77,NA,5.1,5
TZ_26975_59,10,30,77,NA,5.1,5
TZ_26975_59,30,60,60,NA,4.9,4
TZ_26975_59,60,100,63,NA,5,3
TZ_26975_59,100,120,NA,NA,NA,NA
TZ_26975_60,0,15,81,NA,5.4,5
TZ_26975_60,15,30,81,NA,5.4,5
TZ_26975_60,30,60,70,NA,4.9,3
TZ_26975_60,60,100,65,NA,4.7,2
TZ_26975_60,100,140,NA,NA,NA,NA
TZ_26975_61,0,25,80,NA,5.6,6
TZ_26975_61,25,50,69,NA,5.2,5
TZ_26975_61,50,120,62,NA,4.8,4
TZ_26975_61,120,130,NA,NA,NA,NA
TZ_26975_62,0,10,82,NA,5.7,11
TZ_26975_62,10,20,82,NA,5.7,11
TZ_26975_62,20,40,82,NA,5.8,3
TZ_26975_62,40,80,44,NA,5.7,5
TZ_26975_62,80,100,NA,NA,NA,NA
TZ_26975_63,0,10,83,NA,5.9,5
TZ_26975_63,10,25,83,NA,5.9,5
TZ_26975_63,25,60,69,NA,5.1,4
TZ_26975_63,60,100,65,NA,5.2,3
TZ_26975_63,100,130,NA,NA,NA,NA
TZ_26975_64,0,25,81,NA,6.1,6
TZ_26975_64,25,50,75,NA,5.6,4
TZ_26975_64,50,70,52,NA,5.4,3
TZ_26975_64,70,95,52,NA,5.4,3
TZ_26975_64,95,130,NA,NA,NA,NA
TZ_26975_65,0,10,73,NA,7.3,8
